movie_id,title,genre,experience_type,year,rating_percent,popularity_score,age_limit,tags,synopsis,director,cast,keywords,combined_features
26,The Dark Knight,Action|Crime|Drama,intense,2008,90,1.0,13,cult,"Batman raises the stakes in his war on crime, facing off against the Joker, a criminal mastermind who wreaks havoc on Gotham City.",Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart","mastermind, criminal, against, batman, gotham, havoc, drama, wreaks, joker, stakes, raises, crime, action",actioncrimedrama actioncrimedrama actioncrimedrama intense intense christophernolan christophernolan christophernolan christophernolan christianbale heathledger aaroneckhart christianbale heathledger aaroneckhart mastermind criminal batman gotham havoc drama wreaks joker stakes raises crime action batman raises stakes war crime facing joker criminal mastermind wreaks havoc gotham city batman raises stakes war crime facing joker criminal mastermind wreaks havoc gotham city wallypfister wallypfister hanszimmer jamesnewtonhoward hanszimmer jamesnewtonhoward jonathannolan christophernolan jonathannolan christophernolan cult 2000s excellent masterpiece highquality blockbuster mainstream popular trending generalaudience hbomax primevideo
27,Paddington 2,Comedy|Family|Adventure,fun,2017,93,0.7,0,family-safe|underrated,"Paddington, now settled with the Brown family in London, picks up a series of odd jobs to buy the perfect present, but must clear his name when the gift is stolen.",Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville","paddington, series, perfect, present, jobs, clear, name, gift, family, adventure, brown, comedy",comedyfamilyadventure comedyfamilyadventure comedyfamilyadventure fun fun paulking paulking paulking paulking benwhishaw hughgrant hughbonneville benwhishaw hughgrant hughbonneville paddington series perfect present jobs clear name gift family adventure brown comedy paddington settled brown family london picks series odd jobs buy perfect present must clear name gift stolen paddington settled brown family london picks series odd jobs buy perfect present must clear name gift stolen erikwilson erikwilson dariomarianelli dariomarianelli paulking simonfarnaby paulking simonfarnaby familysafe underrated 2010s excellent masterpiece highquality popular known familyfriendly allages kidssafe netflix primevideo
28,Eternal Sunshine of the Spotless Mind,Romance|Drama|Sci-Fi,emotional,2004,82,0.8,16,cult|underrated,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",Michel Gondry,"Jim Carrey, Kate Winslet, Kirsten Dunst","have, turns, procedure, relationship, sci-fi, romance, their, drama, medical, sour, other, each, memories",romancedramascifi romancedramascifi romancedramascifi emotional emotional michelgondry michelgondry michelgondry michelgondry jimcarrey katewinslet kirstendunst jimcarrey katewinslet kirstendunst turns procedure relationship scifi romance drama medical sour memories relationship turns sour couple undergoes medical procedure erased memories relationship turns sour couple undergoes medical procedure erased memories ellenkuras ellenkuras jonbrion jonbrion charliekaufman charliekaufman cult underrated 2000s good highlyrated popular known teenplus peacock primevideo
29,John Wick,Action|Thriller,intense,2014,75,0.8,18,,An ex-hitman comes out of retirement to track down the gangsters that killed his dog and took everything from him.,"Chad Stahelski, David Leitch","Keanu Reeves, Michael Nyqvist, Alfie Allen","everything, killed, gangsters, down, track, retirement, took, comes, hitman, action, thriller",actionthriller actionthriller actionthriller intense intense chadstahelski davidleitch chadstahelski davidleitch chadstahelski davidleitch chadstahelski davidleitch keanureeves michaelnyqvist alfieallen keanureeves michaelnyqvist alfieallen everything killed gangsters track retirement took comes hitman action thriller exhitman comes retirement track gangsters killed dog took everything exhitman comes retirement track gangsters killed dog took everything jonathansela jonathansela tylerbates joeljrichard tylerbates joeljrichard derekkolstad derekkolstad 2010s average decent popular known mature adultcontent rrated peacock primevideo
30,Ratatouille,Animation|Comedy|Family,fun,2007,92,0.8,0,family-safe,A rat named Remy dreams of becoming a great chef and tries to achieve his goal by forming an alliance with a Parisian restaurant's garbage boy.,"Brad Bird, Jan Pinkava","Patton Oswalt, Ian Holm, Lou Romano","named, goal, remy, alliance, great, becoming, dreams, forming, parisian, animation, family, achieve, comedy",animationcomedyfamily animationcomedyfamily animationcomedyfamily fun fun bradbird janpinkava bradbird janpinkava bradbird janpinkava bradbird janpinkava pattonoswalt ianholm louromano pattonoswalt ianholm louromano named goal remy alliance great becoming dreams forming parisian animation family achieve comedy rat named remy dreams becoming great chef tries achieve goal forming alliance parisian restaurants garbage boy rat named remy dreams becoming great chef tries achieve goal forming alliance parisian restaurants garbage boy robertanderson sharoncalahan robertanderson sharoncalahan michaelgiacchino michaelgiacchino bradbird janpinkava bradbird janpinkava familysafe 2000s excellent masterpiece highquality popular known familyfriendly allages kidssafe disney
31,The Departed,Crime|Thriller|Drama,intense,2006,85,0.8,18,cult,An undercover cop and a mole in the police try to identify each other while infiltrating an Irish gang in Boston.,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson","identify, police, irish, mole, infiltrating, drama, undercover, other, each, crime, while, boston, thriller",crimethrillerdrama crimethrillerdrama crimethrillerdrama intense intense martinscorsese martinscorsese martinscorsese martinscorsese leonardodicaprio mattdamon jacknicholson leonardodicaprio mattdamon jacknicholson identify police irish mole infiltrating drama undercover crime boston thriller undercover cop mole police try identify infiltrating irish gang boston undercover cop mole police try identify infiltrating irish gang boston michaelballhaus michaelballhaus howardshore howardshore williammonahan williammonahan cult 2000s good highlyrated popular known mature adultcontent rrated hbomax primevideo
32,Howl's Moving Castle,Animation|Fantasy|Romance,relaxing,2004,87,0.7,0,family-safe|cult,"When a young hat-maker is turned into an old woman by a witch's curse, she finds refuge in the magical moving castle of the wizard Howl.",Hayao Miyazaki,"Chieko Baishō, Takuya Kimura, Akihiro Miwa","witch, turned, young, curse, wizard, howl, into, woman, maker, magical, romance, animation, fantasy",animationfantasyromance animationfantasyromance animationfantasyromance relaxing relaxing hayaomiyazaki hayaomiyazaki hayaomiyazaki hayaomiyazaki chiekobaishō takuyakimura akihiromiwa chiekobaishō takuyakimura akihiromiwa witch turned young curse wizard howl into woman maker magical romance animation fantasy young hatmaker turned into old woman witchs curse finds refuge magical moving castle wizard howl young hatmaker turned into old woman witchs curse finds refuge magical moving castle wizard howl atsushiokui atsushiokui joehisaishi joehisaishi hayaomiyazaki hayaomiyazaki familysafe cult 2000s good highlyrated popular known familyfriendly allages kidssafe netflix hbomax
33,Parasite,Thriller|Drama|Comedy,intense,2019,96,0.9,16,cult,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","discrimination, wealthy, formed, clan, relationship, greed, threaten, drama, newly, family, thriller, comedy, symbiotic",thrillerdramacomedy thrillerdramacomedy thrillerdramacomedy intense intense bongjoonho bongjoonho bongjoonho bongjoonho songkangho leesunkyun choyeojeong songkangho leesunkyun choyeojeong discrimination wealthy formed clan relationship greed threaten drama newly family thriller comedy symbiotic greed class discrimination threaten newly formed symbiotic relationship wealthy park family destitute kim clan greed class discrimination threaten newly formed symbiotic relationship wealthy park family destitute kim clan hongkyungpyo hongkyungpyo jungjaeil jungjaeil bongjoonho hanjinwon bongjoonho hanjinwon cult 2010s excellent masterpiece highquality blockbuster mainstream popular trending teenplus hulu primevideo
34,Before Sunrise,Romance|Drama,relaxing,1995,81,0.6,13,underrated,A young man and woman meet on a train and end up spending one romantic evening together in Vienna before going their separate ways.,Richard Linklater,"Ethan Hawke, Julie Delpy","going, young, meet, train, romantic, vienna, woman, ways, romance, evening, together, drama",romancedrama romancedrama romancedrama relaxing relaxing richardlinklater richardlinklater richardlinklater richardlinklater ethanhawke juliedelpy ethanhawke juliedelpy going young meet train romantic vienna woman ways romance evening together drama young man woman meet train end spending one romantic evening together vienna going separate ways young man woman meet train end spending one romantic evening together vienna going separate ways leedaniel leedaniel johannstraussiivariousartists johannstraussiivariousartists richardlinklater kimkrizan richardlinklater kimkrizan underrated 1990s good highlyrated niche indie hiddengem generalaudience primevideo appletv
35,Whiplash,Drama|Music,intense,2014,94,0.8,16,cult|underrated,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an abusive instructor.,Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser","young, promising, drummer, where, enrolls, music, dreams, mentored, abusive, drama, conservatory",dramamusic dramamusic dramamusic intense intense damienchazelle damienchazelle damienchazelle damienchazelle milesteller jksimmons paulreiser milesteller jksimmons paulreiser young promising drummer enrolls music dreams mentored abusive drama conservatory promising young drummer enrolls cutthroat music conservatory dreams greatness mentored abusive instructor promising young drummer enrolls cutthroat music conservatory dreams greatness mentored abusive instructor sharonemeir sharonemeir justinhurwitz justinhurwitz damienchazelle damienchazelle cult underrated 2010s excellent masterpiece highquality popular known teenplus netflix primevideo
36,Soul,Animation|Fantasy|Comedy,emotional,2020,89,0.7,0,family-safe,A middle-school music teacher's passion for jazz leads him on an extraordinary journey to discover what it means to have a soul.,"Pete Docter, Kemp Powers","Jamie Foxx, Tina Fey, Graham Norton","soul, have, middle, music, jazz, means, school, leads, what, animation, fantasy, extraordinary, comedy",animationfantasycomedy animationfantasycomedy animationfantasycomedy emotional emotional petedocter kemppowers petedocter kemppowers petedocter kemppowers petedocter kemppowers jamiefoxx tinafey grahamnorton jamiefoxx tinafey grahamnorton soul middle music jazz means school leads animation fantasy extraordinary comedy middleschool music teachers passion jazz leads extraordinary journey discover means soul middleschool music teachers passion jazz leads extraordinary journey discover means soul mattaspbury ianmegibben mattaspbury ianmegibben trentreznor atticusross jonbatiste trentreznor atticusross jonbatiste petedocter mikejones kemppowers petedocter mikejones kemppowers familysafe 2020s good highlyrated popular known familyfriendly allages kidssafe disney
37,Goodfellas,Crime|Drama,intense,1990,87,0.9,18,cult,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners.",Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci","karen, partners, story, henry, relationship, drama, hill, life, crime, covering, wife",crimedrama crimedrama crimedrama intense intense martinscorsese martinscorsese martinscorsese martinscorsese robertdeniro rayliotta joepesci robertdeniro rayliotta joepesci karen partners story henry relationship drama hill life crime covering wife story henry hill life mob covering relationship wife karen hill mob partners story henry hill life mob covering relationship wife karen hill mob partners michaelballhaus michaelballhaus nicholaspileggi martinscorsese nicholaspileggi martinscorsese cult 1990s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated hbomax primevideo
38,The Princess Bride,Adventure|Comedy|Fantasy,fun,1987,84,0.8,0,cult|family-safe,"A farmhand-turned-pirate encounters numerous obstacles, enemies, and allies in his quest to be reunited with his true love.",Rob Reiner,"Cary Elwes, Robin Wright, Mandy Patinkin","allies, turned, obstacles, adventure, true, numerous, enemies, fantasy, farmhand, encounters, quest, love, comedy",adventurecomedyfantasy adventurecomedyfantasy adventurecomedyfantasy fun fun robreiner robreiner robreiner robreiner caryelwes robinwright mandypatinkin caryelwes robinwright mandypatinkin allies turned obstacles adventure true numerous enemies fantasy farmhand encounters quest love comedy farmhandturnedpirate encounters numerous obstacles enemies allies quest reunited true love farmhandturnedpirate encounters numerous obstacles enemies allies quest reunited true love adrianbiddle adrianbiddle markknopfler markknopfler williamgoldman williamgoldman cult familysafe 1980s good highlyrated popular known familyfriendly allages kidssafe disney primevideo
39,A Quiet Place,Horror|Thriller,intense,2018,80,0.7,16,underrated,"A family is forced to live in silence while hiding from creatures that hunt by sound, finding new ways to survive in a post-apocalyptic world.",John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds","creatures, silence, horror, sound, forced, apocalyptic, world, post, ways, live, family, thriller",horrorthriller horrorthriller horrorthriller intense intense johnkrasinski johnkrasinski johnkrasinski johnkrasinski emilyblunt johnkrasinski millicentsimmonds emilyblunt johnkrasinski millicentsimmonds creatures silence horror sound forced apocalyptic world post ways live family thriller family forced live silence hiding creatures hunt sound finding new ways survive postapocalyptic world family forced live silence hiding creatures hunt sound finding new ways survive postapocalyptic world charlottebruuschristensen charlottebruuschristensen marcobeltrami marcobeltrami bryanwoods scottbeck johnkrasinski bryanwoods scottbeck johnkrasinski underrated 2010s good highlyrated popular known teenplus paramount primevideo
40,The Lion King,Animation|Adventure|Family,emotional,1994,88,0.9,0,cult|family-safe,"A young lion prince flees his kingdom after the murder of his father, only to learn the true meaning of responsibility and bravery.","Roger Allers, Rob Minkoff","Matthew Broderick, James Earl Jones, Jeremy Irons","young, father, flees, learn, adventure, true, family, lion, murder, meaning, kingdom, bravery, animation",animationadventurefamily animationadventurefamily animationadventurefamily emotional emotional rogerallers robminkoff rogerallers robminkoff rogerallers robminkoff rogerallers robminkoff matthewbroderick jamesearljones jeremyirons matthewbroderick jamesearljones jeremyirons young father flees learn adventure true family lion murder meaning kingdom bravery animation young lion prince flees kingdom murder father learn true meaning responsibility bravery young lion prince flees kingdom murder father learn true meaning responsibility bravery hanszimmer eltonjohn hanszimmer eltonjohn irenemecchi jonathanroberts lindawoolverton irenemecchi jonathanroberts lindawoolverton cult familysafe 1990s good highlyrated blockbuster mainstream popular trending familyfriendly allages kidssafe disney
41,Dune,Sci-Fi|Adventure,intense,2021,83,0.95,13,cult,"Paul Atreides, a brilliant and gifted young man, must travel to the most dangerous planet in the universe to ensure the future of his family and his people.",Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Oscar Isaac","paul, young, atreides, brilliant, most, gifted, planet, future, adventure, travel, dangerous, sci-fi",scifiadventure scifiadventure scifiadventure intense intense denisvilleneuve denisvilleneuve denisvilleneuve denisvilleneuve timothéechalamet rebeccaferguson oscarisaac timothéechalamet rebeccaferguson oscarisaac paul young atreides brilliant gifted planet future adventure travel dangerous scifi paul atreides brilliant gifted young man must travel dangerous planet universe ensure future family people paul atreides brilliant gifted young man must travel dangerous planet universe ensure future family people greigfraser greigfraser hanszimmer hanszimmer jonspaihts denisvilleneuve ericroth jonspaihts denisvilleneuve ericroth cult 2020s good highlyrated blockbuster mainstream popular trending generalaudience hbomax primevideo
42,Everything Everywhere All at Once,Sci-Fi|Comedy|Action,fun,2022,89,0.9,16,cult|underrated,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes.","Daniel Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan","immigrant, save, universes, world, alone, adventure, where, swept, chinese, comedy, other, action, sci-fi",scificomedyaction scificomedyaction scificomedyaction fun fun danielkwan danielscheinert danielkwan danielscheinert danielkwan danielscheinert danielkwan danielscheinert michelleyeoh stephaniehsu kehuyquan michelleyeoh stephaniehsu kehuyquan immigrant save universes world alone adventure swept chinese comedy action scifi aging chinese immigrant swept insane adventure alone save world exploring universes aging chinese immigrant swept insane adventure alone save world exploring universes larkinseiple larkinseiple sonlux sonlux danielkwan danielscheinert danielkwan danielscheinert cult underrated 2020s good highlyrated blockbuster mainstream popular trending teenplus primevideo
43,The Batman,Action|Crime|Drama,intense,2022,85,0.88,13,,"When a sadistic serial killer begins murdering key political figures, Batman is forced to investigate the city's hidden corruption.",Matt Reeves,"Robert Pattinson, Zoë Kravitz, Paul Dano","forced, batman, corruption, drama, serial, killer, political, figures, murdering, hidden, sadistic, action, crime",actioncrimedrama actioncrimedrama actioncrimedrama intense intense mattreeves mattreeves mattreeves mattreeves robertpattinson zoëkravitz pauldano robertpattinson zoëkravitz pauldano forced batman corruption drama serial killer political figures murdering hidden sadistic action crime sadistic serial killer begins murdering key political figures batman forced investigate citys hidden corruption sadistic serial killer begins murdering key political figures batman forced investigate citys hidden corruption greigfraser greigfraser michaelgiacchino michaelgiacchino mattreeves petercraig mattreeves petercraig 2020s good highlyrated popular known generalaudience hbomax
45,Top Gun: Maverick,Action|Drama,fun,2022,88,0.92,13,,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission.",Joseph Kosinski,"Tom Cruise, Miles Teller, Jennifer Connelly","years, still, envelope, pushing, aviator, confront, mission, ghosts, drama, action, past, when",actiondrama actiondrama actiondrama fun fun josephkosinski josephkosinski josephkosinski josephkosinski tomcruise milesteller jenniferconnelly tomcruise milesteller jenniferconnelly years still envelope pushing aviator confront mission ghosts drama action past thirty years maverick still pushing envelope top naval aviator must confront ghosts past leads top guns elite graduates mission thirty years maverick still pushing envelope top naval aviator must confront ghosts past leads top guns elite graduates mission claudiomiranda claudiomiranda haroldfaltermeyer hanszimmer lornebalfe haroldfaltermeyer hanszimmer lornebalfe ehrenkruger ericwarrensinger christophermcquarrie ehrenkruger ericwarrensinger christophermcquarrie 2020s good highlyrated blockbuster mainstream popular trending generalaudience paramount primevideo
46,La La Land,Comedy|Drama|Romance,emotional,2016,80,0.82,13,,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend","actress, reconcile, attempting, pianist, future, careers, romance, their, aspirations, love, drama, angeles, comedy",comedydramaromance comedydramaromance comedydramaromance emotional emotional damienchazelle damienchazelle damienchazelle damienchazelle ryangosling emmastone johnlegend ryangosling emmastone johnlegend actress reconcile attempting pianist future careers romance aspirations love drama angeles comedy navigating careers los angeles pianist actress fall love attempting reconcile aspirations future navigating careers los angeles pianist actress fall love attempting reconcile aspirations future linussandgren linussandgren justinhurwitz justinhurwitz damienchazelle damienchazelle 2010s good highlyrated popular known generalaudience netflix
47,Spider-Man: Into the Spider-Verse,Animation|Action|Adventure,fun,2018,84,0.88,0,family-safe|cult,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","Peter Ramsey, Robert Persichetti Jr., Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","threat, powered, individuals, adventure, spider, realities, teen, join, five, other, dimensions, animation, action",animationactionadventure animationactionadventure animationactionadventure fun fun peterramsey robertpersichettijr rodneyrothman peterramsey robertpersichettijr rodneyrothman peterramsey robertpersichettijr rodneyrothman peterramsey robertpersichettijr rodneyrothman shameikmoore jakejohnson haileesteinfeld shameikmoore jakejohnson haileesteinfeld threat powered individuals adventure spider realities teen join five dimensions animation action teen miles morales becomes spiderman universe must join five spiderpowered individuals dimensions stop threat realities teen miles morales becomes spiderman universe must join five spiderpowered individuals dimensions stop threat realities danielpemberton danielpemberton phillord rodneyrothman phillord rodneyrothman familysafe cult 2010s good highlyrated popular known familyfriendly allages kidssafe primevideo
48,Knives Out,Comedy|Crime|Drama,fun,2019,79,0.81,13,,"A detective investigates the death of a patriarch of an eccentric, combative family.",Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","eccentric, combative, patriarch, investigates, death, drama, family, crime, detective, comedy",comedycrimedrama comedycrimedrama comedycrimedrama fun fun rianjohnson rianjohnson rianjohnson rianjohnson danielcraig chrisevans anadearmas danielcraig chrisevans anadearmas eccentric combative patriarch investigates death drama family crime detective comedy detective investigates death patriarch eccentric combative family detective investigates death patriarch eccentric combative family steveyedlin steveyedlin nathanjohnson nathanjohnson rianjohnson rianjohnson 2010s average decent popular known generalaudience primevideo
49,Gladiator,Action|Adventure|Drama,intense,2000,85,0.84,16,cult,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen","murdered, roman, emperor, against, into, adventure, corrupt, drama, general, former, family, exact, action",actionadventuredrama actionadventuredrama actionadventuredrama intense intense ridleyscott ridleyscott ridleyscott ridleyscott russellcrowe joaquinphoenix connienielsen russellcrowe joaquinphoenix connienielsen murdered roman emperor into adventure corrupt drama general former family exact action former roman general sets exact vengeance corrupt emperor murdered family sent into slavery former roman general sets exact vengeance corrupt emperor murdered family sent into slavery johnmathieson johnmathieson hanszimmer lisagerrard hanszimmer lisagerrard davidfranzoni johnlogan williamnicholson davidfranzoni johnlogan williamnicholson cult 2000s good highlyrated popular known teenplus netflix primevideo
51,Arrival,Drama|Sci-Fi,emotional,2016,79,0.77,13,underrated,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker","linguist, appear, mysterious, around, communicate, world, lifeforms, drama, twelve, spacecraft, works, sci-fi",dramascifi dramascifi dramascifi emotional emotional denisvilleneuve denisvilleneuve denisvilleneuve denisvilleneuve amyadams jeremyrenner forestwhitaker amyadams jeremyrenner forestwhitaker linguist appear mysterious around communicate world lifeforms drama twelve spacecraft works scifi linguist works military communicate alien lifeforms twelve mysterious spacecraft appear around world linguist works military communicate alien lifeforms twelve mysterious spacecraft appear around world bradfordyoung bradfordyoung jóhannjóhannsson jóhannjóhannsson ericheisserer ericheisserer underrated 2010s average decent popular known generalaudience netflix paramount
54,Ex Machina,Drama|Sci-Fi|Thriller,intense,2014,77,0.75,16,underrated,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac","participate, young, experiment, intelligence, selected, human, ground, advanced, programmer, synthetic, drama, thriller, sci-fi",dramascifithriller dramascifithriller dramascifithriller intense intense alexgarland alexgarland alexgarland alexgarland domhnallgleeson aliciavikander oscarisaac domhnallgleeson aliciavikander oscarisaac participate young experiment intelligence selected human ground advanced programmer synthetic drama thriller scifi young programmer selected participate groundbreaking experiment synthetic intelligence evaluating human qualities highly advanced humanoid ai young programmer selected participate groundbreaking experiment synthetic intelligence evaluating human qualities highly advanced humanoid ai robhardy robhardy geoffbarrow bensalisbury geoffbarrow bensalisbury alexgarland alexgarland underrated 2010s average decent popular known teenplus hbomax primevideo
60,Joker,Crime|Drama|Thriller,intense,2019,84,0.88,18,,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime.",Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz","then, embarks, fleck, comedian, revolution, gotham, mentally, bloody, drama, disregarded, crime, spiral, thriller",crimedramathriller crimedramathriller crimedramathriller intense intense toddphillips toddphillips toddphillips toddphillips joaquinphoenix robertdeniro zaziebeetz joaquinphoenix robertdeniro zaziebeetz embarks fleck comedian revolution gotham mentally bloody drama disregarded crime spiral thriller gotham city mentally troubled comedian arthur fleck disregarded mistreated society embarks downward spiral revolution bloody crime gotham city mentally troubled comedian arthur fleck disregarded mistreated society embarks downward spiral revolution bloody crime lawrencesher lawrencesher hildurguðnadóttir hildurguðnadóttir toddphillips scottsilver toddphillips scottsilver 2010s good highlyrated popular known mature adultcontent rrated hbomax primevideo
